user_id,article_1,article_2,article_3,article_4,article_5
223648,272143,156560,162655,160974,199198
223649,272143,199198,160417,160974,158536
223650,199198,272143,160417,160974,166581
223651,336223,48403,119193,59057,31836
223652,336220,183176,277491,235854,277492
223653,162655,272143,156560,158536,199198
223654,199198,198659,156560,166581,162655
223655,331116,48978,157478,357554,63304
223656,183176,283900,284339,36044,283627
223657,69901,70679,71235,71237,70682
223658,235616,234698,29953,234269,336220
223659,336223,48403,119193,59057,270229
223660,336221,234698,95716,156964,235616
223661,202652,159275,57748,70215,336575
223662,331116,218028,209236,202559,214753
223663,199198,272143,160417,160974,166581
223664,161425,168623,25325,124228,276970
223665,293114,338340,123826,313996,293062
223666,343256,199474,293513,168401,206763
223667,168623,123909,298380,298639,300076
223668,157478,331116,289003,57966,285849
223669,293114,123826,293050,123289,124350
223670,160417,162655,272143,156560,199198
223671,284985,124749,123909,124177,160940
223672,272143,198659,162655,182394,224658
223673,96210,336245,288440,337441,159529
223674,336245,285377,271262,20691,293513
223675,235105,352979,283009,206571,158772
223676,336245,20691,96210,111043,96103
223677,199198,272143,160417,160974,166581
223678,272143,199198,160417,160974,166581
223679,336254,157478,331116,285849,97530
223680,272143,199198,198659,162655,166581
223681,162655,272143,156560,158536,199198
223682,111043,215993,128260,283505,160096
223683,168623,160131,286321,257291,159762
223684,272143,160417,158536,156560,199198
223685,331116,218028,209236,214753,162378
223686,162655,156560,199198,160417,158536
223687,331116,157478,57966,218028,289003
223688,208582,199474,208981,209348,202652
223689,271262,58580,202416,236566,38625
223690,235105,206415,277107,158772,202320
223691,160417,272143,162655,199198,156560
223692,324916,324355,324334,336380,156355
223693,348112,233688,285533,183176,283505
223694,36162,235105,277107,206415,195177
223695,272143,162655,156560,199198,300470
223696,336221,235870,95716,235616,300082
223697,331116,157478,277107,336254,39894
223698,272143,199198,162655,198659,284901
223699,272143,199198,162655,166581,198659
223700,158536,160417,272143,156560,160974
223701,123909,168623,156625,276970,25325
223702,237822,199474,208582,160748,208981
223703,272143,198659,162655,166581,182394
223704,303565,234987,31520,129434,336380
223705,234698,31836,336223,234813,336221
223706,272143,198659,182394,162655,166581
223707,336221,95716,336223,234698,352983
223708,62464,168623,123909,181989,182601
223709,235854,336220,234267,234269,354086
223710,162655,272143,158536,156560,199198
223711,272143,160417,162655,199198,156560
223712,199474,293514,245161,337143,270607
223713,206763,199474,288528,202652,208582
223714,331116,87215,87213,161878,336254
223715,233717,206112,214800,160132,207994
223716,160417,162655,272143,199198,156560
223717,272143,199198,160417,160974,166581
223718,156560,272143,162655,160974,199198
223719,336254,331116,289003,202381,97530
223720,336221,235870,95716,289090,234269
223721,277107,235105,336254,352979,206415
223722,272143,199198,162655,166581,224658
223723,272143,198659,182394,162655,166581
223724,160417,156560,272143,64329,160974
223725,199198,198659,156560,166581,162655
223726,159275,158036,337143,234119,57748
223727,96210,20691,9308,50400,156381
223728,183176,233688,284339,119534,111043
223729,277107,218028,202355,157478,57966
223730,348112,233688,10127,336245,348109
223731,161801,270799,235652,63307,214283
223732,199198,272143,160417,160974,166581
223733,20691,271262,288440,284583,337441
223734,198659,199198,162655,156560,272761
223735,96210,48158,158882,271262,50504
223736,20691,336245,271262,293513,285675
223737,336221,336220,234698,234267,234269
223738,160748,337630,199474,254265,161872
223739,96210,293513,270607,285675,336245
223740,183176,283505,111043,215993,234006
223741,156355,336380,108856,338339,83534
223742,336254,157478,218028,202355,285849
223743,237524,168623,123909,276970,285379
223744,336254,277107,289003,218028,235105
223745,272143,297906,198659,298310,162655
223746,96210,66672,57616,157375,236266
223747,157375,96210,336245,271262,284583
223748,211442,205824,30760,70986,209122
223749,331116,218028,209236,214753,162378
223750,336221,234698,300082,156052,277491
223751,157478,235105,331116,39894,283009
223752,272143,160417,199198,160974,166581
223753,233658,129434,336380,286128,31520
223754,285342,313431,336801,271551,58193
223755,272143,198659,182394,162655,166581
223756,198659,162655,156560,182394,166581
223757,236610,284773,225010,283764,236596
223758,124350,123289,123826,124748,293050
223759,272143,199198,156560,166581,162655
223760,336223,270229,48403,271261,288320
223761,272143,158536,156560,160974,199198
223762,276946,214800,160132,111210,257291
223763,199197,156619,284547,313431,206934
223764,272143,162655,198659,182394,156560
223765,336223,59057,31836,133160,303180
223766,218028,214753,202355,158541,199474
223767,272143,199198,166581,160417,162655
223768,199198,198659,156560,166581,162655
223769,352983,95716,315105,271261,157076
223770,276970,257291,123909,108855,156025
223771,272143,272294,273464,236613,270857
223772,156560,156624,175040,160417,198659
223773,272143,162655,160417,199198,156560
223774,199198,272143,284312,156560,166581
223775,50494,73506,39894,283009,288827
223776,257291,286321,156723,160131,108855
223777,235616,32087,32082,208237,207848
223778,277107,331116,157478,289003,283009
223779,343256,208582,199474,208981,209348
223780,162655,272143,158536,156560,199198
223781,343256,284154,288528,168564,293513
223782,336223,95716,59057,271261,315105
223783,162655,272143,158536,156560,199198
223784,73271,206415,277107,284470,36162
223785,50644,205824,209122,36162,277107
223786,202635,183176,202670,202372,70591
223787,168623,123909,236207,237524,276970
223788,293513,96210,336934,50504,245161
223789,124228,124748,123909,331738,123818
223790,284312,199198,272143,162655,213927
223791,225010,271262,58580,313920,96210
223792,199198,272143,284312,162655,166581
223793,271262,96210,58580,284583,277067
223794,31520,336380,133160,214474,156355
223795,183176,111043,215993,283505,160096
223796,293513,158882,270607,96210,50504
223797,57748,288528,293513,159275,156713
223798,250043,96210,271262,71161,157375
223799,234006,233688,215993,111043,183176
223800,183176,283505,215993,233688,119488
223801,225010,96210,285377,285675,157798
223802,199198,160417,272143,160974,166581
223803,289090,234267,277491,235616,336221
223804,271262,225010,65991,58580,96210
223805,272143,162655,160417,156560,158536
223806,73506,50494,202320,159019,207758
223807,331116,202559,209236,214753,215613
223808,160417,162655,272143,156560,199198
223809,236610,96210,336245,20691,194289
223810,272143,162655,199198,156560,158536
223811,218028,202355,336254,61594,214753
223812,199198,198659,156560,166581,162655
223813,272143,158536,160417,156560,175040
223814,272143,207024,300470,202383,209294
223815,87174,87236,87231,87224,161801
223816,336220,277491,183176,289186,234267
223817,160417,162655,272143,199198,156560
223818,272143,198659,162655,182394,166581
223819,331116,218028,202355,237822,158541
223820,277107,30760,70986,156279,209122
223821,160417,272143,162655,156560,199198
223822,285377,293513,271262,70215,336245
223823,50644,205824,36162,209122,156279
223824,199198,272143,160974,160417,166581
223825,162655,272143,156560,158536,199198
223826,218183,338421,336910,223947,336245
223827,272143,199198,160417,160974,166581
223828,236610,271262,96210,236566,20691
223829,348112,183176,336245,285533,348109
223830,336254,218028,277107,202355,289003
223831,36162,277107,206415,158772,235808
223832,331116,218028,202355,337166,199372
223833,87228,87224,87174,87231,87205
223834,338350,285342,313431,187065,199197
223835,285377,271262,336245,293513,20691
223836,277107,206415,158772,206571,284470
223837,277107,158772,206415,206571,284470
223838,156964,300082,336221,64409,235870
223839,96210,32088,288440,118784,96103
223840,161506,141004,236541,214283,63307
223841,199198,156560,64329,166581,162655
223842,331116,97530,57966,285849,283791
223843,272143,162655,160417,156560,199198
223844,140528,156355,123909,124748,124749
223845,162655,272143,156560,199198,158536
223846,58580,225010,96210,236566,283764
223847,304093,168623,304090,276970,304536
223848,202534,202388,208360,354086,119534
223849,336380,83534,198199,129434,348113
223850,211442,36162,50644,30760,277107
223851,236951,283392,124194,198817,123289
223852,300470,272143,297906,300473,300923
223853,119193,48403,271261,159190,59057
223854,96210,293513,270607,194289,285675
223855,293513,16087,96210,270607,50504
223856,272143,199198,162655,235715,64329
223857,272143,158536,160417,156560,199198
223858,162655,272143,64329,156560,158536
223859,162655,158536,272143,156560,160417
223860,331116,303528,168838,218028,202355
223861,272143,298310,297906,300470,300128
223862,293114,284985,293050,96755,123909
223863,272143,4578,4830,199198,198659
223864,206415,36162,277107,206571,158772
223865,73413,336245,145692,9308,96210
223866,277107,39894,289003,331116,352979
223867,156843,235854,36399,5292,225402
223868,272143,160417,162655,156560,156447
223869,272143,199198,166581,162655,300470
223870,348111,272143,199197,156560,341838
223871,297906,272143,298310,300470,300128
223872,331780,160748,297711,199474,237452
223873,123826,123289,338340,293050,124176
223874,272143,162655,160417,199198,156560
223875,162655,272143,199198,156560,158536
223876,293114,124749,293050,313996,203890
223877,272143,160974,162655,298310,199198
223878,284312,199198,272143,162655,213927
223879,272143,162655,16129,160974,300470
223880,313431,272143,156560,187065,235230
223881,159943,157989,225010,65991,162321
223882,272143,313431,235230,284547,187065
223883,183176,336245,215993,283505,9308
223884,293513,288528,57748,245161,156713
223885,195198,195908,194199,187422,185723
223886,289090,235616,336221,336220,277491
223887,272143,199198,175040,166581,218337
223888,235105,74665,205331,57523,48401
223889,160417,272143,162655,156560,199198
223890,87224,87579,87232,202632,207487
223891,72631,72629,202355,237822,72637
223892,160417,162655,272143,199198,156560
223893,162655,272143,158536,156560,199198
223894,95716,315105,352983,336223,300082
223895,183176,128260,277492,354086,336220
223896,303565,159177,234987,31520,124353
223897,123757,123289,124177,123909,124194
223898,265052,264909,264086,263982,277107
223899,87224,233658,87205,160129,87192
223900,343256,168564,277492,288528,293513
223901,119193,48403,271261,59057,159190
223902,32082,29953,234698,336221,59681
223903,234269,202330,234267,207848,208531
223904,284773,157043,96210,194289,285377
223905,235105,277107,202320,206571,158772
223906,162655,160417,300470,158536,162300
223907,277107,39894,331116,283009,289003
223908,65991,157798,271262,58580,202416
223909,298687,299136,299800,299841,298552
223910,354824,233658,31520,211856,159177
223911,285342,313431,336801,284547,58193
223912,168623,285719,160131,257291,159762
223913,199198,272143,160417,160974,166581
223914,202381,202320,207603,202355,289003
223915,218028,202355,199372,215613,199474
223916,158331,277107,234978,235808,68672
223917,124748,123757,123909,123290,157844
223918,272143,160417,156560,160974,199198
223919,272143,146188,141477,162655,199198
223920,293301,159762,214800,257291,276946
223921,234698,336221,156964,64409,235870
223922,36162,156279,30760,70986,209122
223923,225019,207813,208518,203260,205866
223924,183176,313602,277492,355156,42475
223925,160417,272143,162655,156560,199198
223926,352979,39894,283009,30389,336254
223927,277491,336220,183176,289186,234267
223928,272143,162655,156560,199198,158536
223929,272143,199198,166581,162655,224658
223930,272143,199198,162655,166581,236171
223931,284422,124194,283392,236444,158915
223932,96210,336245,234390,20691,237611
223933,245161,57748,270607,337143,159275
223934,87178,87233,87193,87695,87127
223935,283009,277107,336254,39894,331116
223936,168623,108855,160131,286321,257291
223937,48403,31836,59057,119193,288320
223938,123757,123289,123290,124177,124350
223939,234698,336221,300082,157076,42873
223940,343256,168564,337143,206763,288528
223941,272143,199198,166581,162655,236171
223942,96210,20691,336245,271262,284583
223943,272143,158536,175040,156560,199198
223944,293513,245161,270607,50504,162107
223945,272143,160974,160417,158536,156560
223946,96210,285675,194289,293513,313920
223947,199198,272143,160417,160974,166581
223948,162655,158536,160417,156560,272143
223949,206415,352979,39894,206571,30389
223950,225010,96210,285377,293513,157798
223951,208380,70999,293114,203890,208430
223952,199198,198659,156560,166581,162655
223953,337143,293513,156713,199474,288500
223954,124350,123289,123909,123757,124177
223955,58580,271262,313920,284583,96210
223956,162655,272143,156560,158536,199198
223957,272143,156560,162655,160974,199198
223958,272143,338015,162655,336928,336761
223959,288320,59057,133160,336223,233595
223960,337735,160938,272218,284985,158906
223961,237385,362914,156807,363916,277107
223962,156560,160974,199198,160417,198659
223963,50504,96210,293513,285377,270607
223964,272143,273397,199198,162655,160417
223965,205869,208970,202652,159275,337143
223966,235105,36162,50644,209122,277107
223967,336220,289090,234267,234269,235854
223968,36162,234308,235105,207758,206415
223969,336221,300082,234698,157076,315105
223970,327646,327441,327249,327424,327679
223971,331116,202355,215613,199372,214753
223972,272143,162655,166583,64329,199198
223973,300234,157375,336245,50611,50569
223974,95531,331116,95688,199474,215613
223975,162655,272143,158536,156560,199198
223976,95716,271261,48403,119193,59057
223977,293114,284985,293050,160940,96755
223978,87224,87228,87174,87231,87205
223979,272143,198659,182394,162655,166581
223980,331116,218028,209236,214753,202559
223981,272143,198659,182394,162655,166581
223982,272143,182394,224658,162655,166581
223983,348112,208150,285533,183176,233688
223984,272143,199198,64329,235715,162655
223985,87231,87224,87179,87205,87232
223986,50504,245161,285377,96986,336245
223987,336245,84914,20691,233742,9308
223988,272143,160974,300470,202383,162655
223989,162655,272143,156560,158536,160974
223990,202355,331116,218028,209236,108858
223991,336220,277491,235854,277492,234267
223992,168623,123909,160131,161425,286321
223993,331116,218028,304640,199262,202355
223994,234308,234978,243234,235323,236648
223995,199198,156560,162655,166581,182394
223996,352979,283009,331116,277107,289003
223997,59057,133160,303180,141004,336223
223998,284629,245161,293513,284312,271262
223999,336220,289090,235616,277491,336221
224000,160417,272143,162655,199198,156560
224001,111043,183176,283505,215993,336245
224002,95716,300082,315105,234698,271261
224003,272143,199198,160417,160974,166581
224004,235105,277107,36162,50644,199475
224005,338340,124749,284985,293114,313996
224006,50504,96210,96986,285377,336245
224007,272143,198659,162655,182394,166581
224008,272143,199198,162655,300470,160974
224009,336380,31520,156355,133160,108856
224010,207731,206402,272143,207024,202428
224011,123613,160940,124549,240233,158906
224012,272143,199198,166581,36161,156560
224013,336245,159529,233688,96210,9308
224014,331116,87213,218028,202355,87194
224015,64409,234269,234698,336221,234267
224016,162655,272143,156560,158536,199198
224017,293301,257291,156654,233717,32486
224018,336245,337441,32088,300234,233742
224019,202289,202493,257291,203241,205846
224020,251058,286304,181475,332195,282940
224021,218028,158541,214753,157815,206785
224022,160417,199198,272143,162655,156560
224023,96210,211722,211926,271262,20691
224024,234424,237751,225019,235824,336223
224025,158536,156624,272143,160974,199197
224026,293301,257291,159762,233717,159540
224027,270607,96210,245161,50504,285377
224028,277107,39894,331116,283009,336254
224029,236951,237835,124194,124177,157844
224030,214709,168623,297906,124228,276970
224031,336245,96103,96127,32088,15653
224032,206415,277107,36162,158772,206571
224033,331116,202355,199372,158541,214753
224034,16087,177390,119600,172730,270607
224035,50644,205824,36162,211442,209122
224036,160417,162655,272143,156560,199198
224037,331116,218028,209236,214753,202559
224038,199198,272143,160417,160974,166581
224039,111043,233688,181585,128260,119534
224040,181585,128260,47854,118856,284339
224041,336221,235616,156964,235870,64409
224042,272143,182394,224658,162655,166581
224043,283009,277107,289003,331116,39894
224044,336223,48403,119193,161506,160431
224045,354824,133160,336380,224353,209714
224046,272143,160974,160417,199198,158536
224047,63783,245161,270607,158882,50504
224048,337143,299131,51221,157735,159275
224049,285377,236610,284773,225010,283764
224050,162655,272143,158536,156560,199198
224051,160417,272143,162655,156560,199198
224052,272143,156560,162655,64329,156624
224053,320891,156355,336380,108856,31520
224054,313431,285342,336801,271551,235230
224055,336245,20691,96210,96103,183176
224056,336223,119193,59057,31836,225019
224057,160417,156560,162655,160132,272143
224058,293513,158882,50504,96210,96986
224059,272143,162655,236400,233443,237092
224060,270607,245161,50504,96986,285675
224061,336221,156964,235870,64409,214631
224062,272143,198659,182394,162655,166581
224063,336221,157076,95716,271261,315105
224064,257291,156723,293301,107151,107196
224065,206763,209245,209013,205869,237822
224066,331116,202355,215613,199372,214753
224067,211863,168623,276970,95972,237524
224068,218028,202355,214753,215613,158541
224069,293114,123826,124748,293050,123909
224070,36162,156279,50644,234481,70986
224071,162655,272143,156560,199198,158536
224072,272143,198659,299697,156624,156560
224073,331116,352121,336254,289003,285849
224074,272143,199078,255530,32486,199198
224075,289090,336220,235616,277491,235854
224076,199198,198659,156560,166581,162655
224077,214709,156625,161425,277068,168623
224078,235105,237013,236648,235323,234744
224079,162655,272143,156560,158536,199198
224080,198659,199198,166581,160417,158536
224081,272143,162655,156560,158536,198659
224082,96210,57616,277067,236610,336245
224083,162655,272143,156560,158536,199198
224084,159943,65991,225010,96210,149695
224085,277107,331116,73506,250430,250219
224086,285377,96210,236610,293513,194923
224087,60252,85318,60012,96210,87179
224088,218028,336254,202355,157478,57966
224089,39894,277107,73506,50494,352979
224090,272218,301030,83534,338339,205832
224091,305087,303930,304195,336254,304640
224092,160417,162655,272143,156560,199198
224093,336245,119522,233688,96210,285533
224094,331116,202355,202559,199372,315146
224095,32082,29953,234698,336221,277491
224096,124749,208380,293114,203890,96755
224097,183176,119488,47854,233688,128260
224098,123909,168623,25325,276970,36394
224099,168623,156625,276970,36394,161425
224100,293114,293050,124748,124350,96755
224101,277107,235105,283009,206415,199475
224102,336254,283009,277107,288942,331116
224103,218028,336254,157478,202355,57966
224104,336223,119193,95716,270229,133160
224105,168623,123909,276970,36394,161425
224106,59219,59225,199649,198538,58080
224107,235616,352902,289090,207848,208237
224108,198659,199198,156560,166581,162655
224109,96210,194289,285675,16087,336245
224110,331116,336254,218028,57966,206785
224111,331116,87215,336254,87213,289003
224112,183176,236517,354086,277492,284339
224113,168623,156625,276970,237524,95972
224114,293114,284985,124749,160940,337735
224115,234698,160142,235616,336221,268937
224116,272143,199198,162655,160417,235715
224117,39894,30389,331116,336254,235105
224118,47769,336245,48321,48673,47854
224119,272143,160417,160974,158536,199198
224120,199198,198659,156560,166581,162655
224121,42873,293301,233717,42693,257291
224122,199474,315146,323791,214753,215613
224123,199198,198659,156560,162655,166581
224124,272143,199198,160974,160417,166581
224125,158541,331116,161911,161872,202355
224126,272143,160974,160417,158536,199198
224127,336245,96210,233688,160096,9308
224128,336245,20691,288440,32088,337441
224129,293050,124749,336314,123826,123289
224130,272143,198659,162655,182394,166581
224131,59057,288320,133160,233595,30611
224132,199198,272143,160974,160417,166581
224133,336245,96210,277141,352265,205873
224134,235524,32082,336221,59681,289090
224135,20691,225010,271262,337441,16087
224136,277107,39894,283009,331116,30389
224137,156355,158642,68924,129434,336380
224138,32082,29953,336221,234698,277491
224139,289090,336220,235616,277491,234269
224140,272143,199198,166581,160417,218337
224141,257291,286321,156723,233717,208145
224142,272143,160417,162655,156560,199198
224143,123826,124350,293114,293050,338340
224144,272143,198659,182394,162655,166581
224145,162655,272143,156560,158536,199198
224146,263708,331116,199372,199474,215613
224147,272143,198659,182394,162655,166581
224148,272143,162655,160417,199198,156560
224149,199198,198659,156560,162655,166581
224150,199198,156560,198659,162655,64329
224151,183176,284090,129799,181585,119534
224152,272143,198659,156560,160417,166581
224153,285342,286161,338350,284547,284421
224154,160417,272143,162655,199198,156560
224155,272143,162655,158536,160417,160974
224156,331116,289003,157478,57966,277107
224157,336220,235616,277491,289186,234267
224158,202652,159275,293513,209013,205869
224159,39894,283009,352979,30389,331116
224160,156624,156619,156560,160417,160974
224161,284985,124749,293114,293050,160158
224162,276970,301015,168623,123909,237524
224163,234698,336221,156964,64409,95716
224164,87224,156355,87174,87228,87231
224165,187215,186893,194161,185708,186514
224166,235616,234698,156964,336221,242596
224167,162655,272143,158536,156560,199198
224168,293114,124749,293050,313996,42112
224169,272143,199198,166583,162655,166585
224170,272143,158536,199198,160417,156560
224171,336221,156964,235870,64409,300082
224172,124350,124734,124176,293050,272517
224173,336223,59057,270229,48403,31836
224174,272143,199198,160417,160974,166581
224175,272143,162655,156560,160417,199198
224176,272143,162655,160417,199198,156560
224177,235616,289090,352902,336221,336220
224178,199198,272143,160417,160974,166581
224179,160417,272143,199198,162655,156560
224180,272143,198659,182394,162655,224658
224181,162655,272143,158536,156560,199198
224182,156355,214474,284985,272218,42224
224183,162655,160417,300470,162300,199198
224184,214800,159762,257291,160132,293301
224185,209348,209013,58619,293513,208970
224186,206415,235105,36162,277107,285908
224187,155953,154547,153966,36734,153929
224188,202381,277107,331116,207603,289003
224189,57748,337143,293513,159943,70215
224190,272143,160974,162655,225463,199198
224191,272143,156560,202684,207731,202586
224192,270607,245161,158882,50504,96210
224193,199198,272143,160417,160974,166581
224194,284583,332198,96244,96210,20691
224195,233717,214800,161100,257291,276946
224196,183176,111043,159938,119488,128260
224197,355163,157375,355177,336245,157798
224198,218028,202355,214753,158541,87213
224199,218028,202355,336254,157478,61594
224200,336245,20691,288440,337441,96127
224201,156560,166581,162655,224658,182394
224202,199198,198659,156560,166581,162655
224203,331116,218028,226095,202355,217981
224204,96210,336245,284583,271262,277067
224205,272143,162655,156560,160974,199198
224206,129434,156355,108856,198225,83534
224207,331116,202355,215613,199474,199372
224208,96210,336245,20691,288440,183176
224209,289090,336221,277491,234267,234698
224210,338350,235230,284547,313431,271551
224211,202388,202670,183176,207828,224354
224212,336220,277491,289186,235616,234267
224213,272143,162655,156560,198659,158536
224214,214709,124194,123289,236951,198817
224215,352979,283009,277107,194561,30389
224216,331116,218028,209236,202559,162378
224217,156560,158536,162655,199198,160974
224218,199198,160974,272143,160417,166581
224219,160417,162655,272143,199198,156560
224220,96210,284773,284583,285377,194289
224221,277107,39894,352979,289003,336254
224222,71601,336245,96210,69814,70649
224223,277492,288435,235854,128260,336220
224224,156560,272143,162655,160974,199198
224225,183176,111043,215993,283505,128260
224226,272143,162655,65368,199198,353019
224227,160417,272143,162655,199198,156560
224228,336221,235870,156964,235616,64409
224229,234119,237822,237205,199474,235859
224230,235616,234698,32082,336221,336220
224231,336221,64409,300082,156964,235870
224232,288500,337143,288528,70215,159275
224233,168623,123909,156625,237524,299152
224234,336254,289003,157478,97530,331116
224235,336254,157478,331116,97530,285849
224236,202381,277107,283009,206785,39894
224237,338350,161602,156622,156619,156560
224238,199198,156560,198659,162655,166581
224239,162655,272143,156560,160974,199198
224240,199198,272143,160417,160974,166581
224241,199198,160417,272143,160974,166581
224242,297906,272143,300473,300180,298310
224243,183176,284339,119534,181585,47854
224244,272143,160417,162655,199198,156560
224245,199198,272143,166581,284312,64329
224246,293513,225010,50504,96210,245161
224247,199198,272143,160417,160974,166581
224248,57966,157478,218028,202355,277712
224249,257291,159762,289126,313602,32750
224250,272143,160974,202383,300470,162655
224251,206763,199474,337143,202652,208582
224252,162655,272143,156560,158536,199198
224253,269345,155865,7265,331116,98056
224254,336254,289003,331116,283009,277107
224255,160417,162655,160974,156560,272143
224256,336245,20691,288440,271262,284583
224257,156560,199198,198659,160417,166581
224258,234698,235870,156964,336221,315105
224259,313431,336801,285342,284547,187065
224260,96210,336245,288440,284583,159529
224261,348112,285533,348109,183176,336245
224262,272143,198659,182394,162655,166581
224263,199474,288528,293513,206763,168401
224264,202652,159275,57748,208970,235443
224265,293513,270607,245161,50504,162107
224266,286161,199197,313431,271551,158192
224267,183176,277492,235854,288435,119534
224268,168623,123909,156625,285055,276970
224269,272143,207731,162655,207024,202383
224270,183176,354086,119534,277491,235854
224271,160417,272143,199198,162655,156560
224272,352979,336254,283009,39894,30389
224273,159619,159645,87560,87213,331116
224274,270607,245161,158882,285377,50504
224275,272143,198659,162655,182394,166581
224276,277107,39894,289003,331116,352979
224277,234698,64409,235870,336221,288321
224278,331116,214753,215613,209236,158541
224279,271262,58580,284583,96210,313920
224280,206571,206415,235105,202320,277107
224281,123909,168623,25325,38627,277068
224282,156560,199198,198659,162655,338015
224283,331116,218028,202355,214753,199474
224284,277107,50644,158772,156279,234481
224285,20691,32088,288440,233742,159529
224286,293513,245161,70215,235287,96210
224287,272143,273397,198659,224658,162655
224288,199198,272143,284312,162655,166581
224289,168623,276970,95972,237524,156625
224290,293513,42158,42540,271262,313920
224291,336221,235870,300082,156964,95716
224292,111043,233688,336245,181585,119534
224293,160417,272143,199198,162655,156560
224294,96210,96244,284583,20691,336245
224295,272143,199198,162655,166581,236171
224296,162655,300470,160417,16129,225463
224297,235105,277107,202320,158772,206571
224298,284985,272218,160940,166204,140528
224299,160417,272143,160974,199198,158536
224300,96210,250043,57616,271262,284583
224301,272143,199198,73271,156560,162655
224302,95716,315105,352983,271261,336223
224303,285377,271262,65991,96210,58580
224304,277107,73506,162018,352979,157478
224305,235230,313431,284547,206168,70646
224306,156560,199198,198659,160417,158536
224307,199198,272143,160417,160974,166581
224308,285377,271262,336245,293513,20691
224309,209122,70986,50644,205958,211442
224310,272143,160974,160417,158536,199198
224311,272143,199198,162655,224658,156560
224312,313431,284547,156560,235230,271551
224313,272143,198659,182394,162655,166581
224314,272143,199198,160417,160974,166581
224315,209122,36162,50644,235105,205824
224316,95716,336223,352983,336499,119193
224317,272143,198659,182394,162655,224658
224318,162655,160417,272143,199198,156560
224319,234698,95716,235870,315105,336223
224320,119193,48403,270229,59057,225019
224321,288320,133160,303180,336223,31836
224322,331116,218028,158541,202355,214753
224323,214753,199474,315146,61594,215613
224324,162655,272143,158536,156560,199198
224325,234698,95716,315105,300082,235870
224326,214753,237822,158541,162378,315146
224327,331737,293114,313996,118391,124749
224328,124749,293050,96755,70999,284985
224329,59156,58793,331116,58020,59016
224330,205824,50644,70986,211442,234308
224331,293513,96210,270607,194289,285675
224332,183176,332007,332390,330770,224354
224333,199198,272143,160417,160974,166581
224334,331116,157478,57966,97530,289003
224335,58580,236610,271262,96210,284583
224336,289090,336220,235616,277491,234269
224337,198659,272143,284547,284168,299697
224338,285533,348140,348109,336245,183176
224339,277107,39894,352979,336254,289003
224340,123289,124748,123757,124194,42329
224341,199198,272143,198659,162655,166581
224342,233688,181585,215993,283505,128260
224343,87579,354824,202308,87224,233658
224344,235105,36162,202320,277107,284470
224345,235105,36162,206571,277107,158772
224346,331116,218028,209236,162378,202559
224347,277107,206415,158772,284470,206571
224348,336220,235616,277491,289186,160142
224349,162655,160417,300470,162300,158536
224350,289090,336220,32082,336221,234698
224351,202388,70591,202534,208360,336220
224352,235105,277107,283009,336254,36162
224353,183176,336245,159529,119522,233688
224354,70591,206735,208360,202372,202534
224355,272143,160417,162655,156560,199198
224356,207603,289003,331116,202355,336254
224357,162655,272143,156560,158536,199198
224358,272143,160417,162655,156560,199198
224359,156355,336380,129434,108856,158047
224360,160417,199198,162655,272143,156560
224361,160417,158536,272143,162655,199198
224362,272143,198659,162655,199855,182394
224363,206785,336254,289003,202355,331116
224364,272143,160417,156560,160974,199198
224365,96210,57748,336245,70215,293513
224366,36162,336254,50644,283009,352979
224367,255354,237822,206763,199474,70217
224368,331116,202355,215613,214753,199372
224369,119193,48403,270229,271261,59057
224370,277107,158772,206415,206571,284470
224371,96210,71601,336245,20691,205873
224372,181585,119534,159938,128260,111043
224373,162655,272143,158536,156560,199198
224374,162655,272143,158536,199198,156560
224375,273545,272242,338340,285461,286180
224376,87215,87213,331116,202355,85320
224377,202355,331116,202559,218028,214753
224378,59057,31836,288320,214206,161801
224379,336223,119193,48403,31836,59057
224380,284312,272143,213927,285023,199198
224381,283505,183176,111043,215993,234006
224382,331116,157478,57966,289003,97530
224383,124748,123290,124177,123909,123818
224384,257291,159762,42873,42693,233717
224385,272143,198659,162655,182394,224658
224386,235105,277107,202320,331116,206571
224387,331116,218028,87215,202355,87194
224388,218028,202355,336254,61594,214753
224389,272143,156560,162655,175040,218337
224390,293114,123826,293050,123909,124748
224391,284547,156560,187065,129029,156619
224392,183176,277492,284090,128260,353673
224393,289090,336220,234267,336221,235616
224394,257291,79454,202493,202492,202289
224395,272143,198659,162655,182394,224658
224396,124352,124748,124350,124177,123909
224397,293301,32510,156723,199376,233717
224398,156560,199198,162655,198659,160417
224399,183176,111043,215993,120967,47854
224400,48403,336223,288320,59057,133160
224401,199198,160417,272143,160974,166581
224402,235616,289090,336220,336221,234698
224403,272218,156355,123909,284985,124748
224404,119193,270229,59057,31836,159190
224405,160417,272143,160974,199198,158536
224406,199198,198659,156560,166581,162655
224407,284985,338339,160940,293114,156355
224408,284583,271262,57616,58580,157375
224409,199198,272143,284312,166581,162655
224410,160417,162655,272143,199198,156560
224411,162655,272143,156560,156447,160417
224412,234698,64409,235870,235616,336221
224413,123909,276970,161425,123818,156625
224414,234698,336221,235870,156964,95716
224415,336221,95716,234698,336223,300082
224416,160974,272143,85317,160417,156560
224417,277107,235105,206415,283009,336254
224418,87207,87126,272143,156447,156560
224419,160938,337735,284985,158906,211205
224420,183176,119488,47854,233688,128260
224421,160417,162655,272143,199198,156560
224422,129434,338339,156355,124749,301030
224423,48403,31836,59057,119193,299871
